rank,cluster_id,question
272,1,다른 사람들이 어렵다고 시도하지 않은 일을 추진하여 성공한 경험 또는 실패한 경험 중에서 가장 대표적인 사례를 기술해 주십시오.
273,1,다른 사람과 차별화된 능력을 갖추기 위해 지속적으로 시간과 자원을 꾸준히 투자하여 자기개발을 한 경험에 대해서 기술해 주십시오.
274,1,지금까지 살아오면서 가장 많은 노력을 쏟아부었던 성공 혹은 실패 경험과 그 과정을 통해 무엇을 배웠는지 소개해주세요
275,1,"오류 없이 성공적으로 과제, 업무 수행하고자 최선 다한 경험 1) 오류, 실수 발생 가능성 있는 업무 특성, 주의 기울인 행동 2) 진행과정 별 치밀하게 처리한 방법"
276,1,최근 3년 내 본인이 문제 상황에 직면하게 된 경험과 그 문제를 해결하기 위해 본인은 어떤 노력을 하였는지 기술해 주십시오.
277,1,"살아오면서 갈등관계라 할 수 있는 경험은 무엇이었으며, 어떻게 해결했는지 행동중심으로 기술하여 주십시오."
278,1,"본인의 경험 중 가장 도전적이었던 시도는 무엇이었으며, 그 과정을 통해 배운 바를 기술하여 주십시오."
279,1,해결하기 어려웠던 문제나 상황에서 남들이 하지 않은 새로운 시도/변화를 통해 기회를 창출하거나 문제를 해결한 경험에 대해 서술해 주십시오. (필수)
280,1,"스스로 높은 수준의 목표를 세우고, 치열하고 끈질기게 노력하여 성취한 경험에 대해서 서술해 주십시오. (필수)"
281,1,실패했던 경험이나 크게 좌절했던 경험과 극복사례는?
282,1,한정된 자원을 활용하여 최상의 결과를 얻었던 경험을 다음의 세부 항목에 따라 작성해 주십시오.
283,1,꼼꼼하게 자료를 정리하여 실수 없이 일을 처리하였던 경험을 다음의 세부 항목에 따라 작성해 주십시오.
284,1,다양한 정보를 활용하여 일을 진행했던 경험을 다음의 세부 항목에 따라 작성해 주십시오.
285,1,본인이 살아오면서 가장 도전적이었거나 가장 인상 깊었던 경험을 기술하세요.
286,1,"본인의 성장 또는 가치관 형성에 가장 큰 영향을 미친 경험을 설명하고, 그 과정에서의 본인의 노력과 성취를 객관적으로 평가해 주세요."
287,1,도전적 목표를 설정하고 열정을 다하였던 경험을 구체적으로 기술해 주세요.
288,1,지금의 나를 있게 한 가장 중요한 사건에 대해 구체적으로 기술해주세요.*
289,1,"달성하기 어려운 높은 목표를 자율적으로 설정해서 도전해본 경험을 기술해 주세요. 목표 수립과정과 계기, 수행과정에서 겪었던 어려움과 극복을 위해 기울인 노력 등을 구체적으로 작성해 주시기 바랍니다.*"
290,1,사회활동 : 학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 것을 구체적으로 기술해 주세요.
291,1,"본인의 인생에서 가장 큰 성취감을 느꼈던 사건에 대하여 소개하고, 그 성취를 이루어내기 위해 어떠한 노력을 하였는지 구체적으로 작성해 주십시오."
292,1,최근 2년 이내 열정적으로 임하여 가장 성취감 있었던 경험에 대한 설명과 느낀 점을 기술해 주십시오.
293,1,본인이 이룬 가장 큰 성취경험과 실패경험에 대하여
294,1,"성격의 장,단점에 대해 기술하시고, 단점을 극복하기 위해 어떠한 노력의 과정이 있었는지 작성하시오."
295,1,가장 힘들었던 순간과 이를 극복한 과정에 대해 기술하여 주십시오.
296,1,"지금까지 살면서 가장 기억에 남는 성공 혹은 실패 경험이 무엇인지 기술하고, 그 경험을 통해 무엇을 얻었는지 기술해 주십시오."
297,1,"달성하기 어려운 높은 목표를 자율적으로 설정해서 도전해본 경험을 기술해 주세요. 목표 수립과정과 계기, 수행과정에서 겪었던 어려움과 극복을 위해 기울인 노력 등을 구체적으로 작성해 주시기 바랍니다."
298,1,어떤 사안에 대해 사전에 고려해야 할 사항을 챙기며 문제를 해결해 본 경험을 작성해 보십시오.
299,1,그 동안 난관에 부딪혔던 경험과 이를 극복하기 위해 본인이 기울인 노력과 결과에 대해 기술하십시오.
300,1,본인이 가장 열정과 책임감을 가지고 수행한 일은 무엇이며 그 경험을 통해 얻은 것을 기술하여 주시기 바랍니다. (최대 700자 입력가능)
301,1,"본인의 삶의 목표에 대해 서술하고, 해당 목표를 달성하기 위해 추진해온 노력 및 행동에 대하여 기술해주시기 바랍니다."
302,1,과제나 업무를 수행하던 중 발생한 내·외부 환경의 변화에 적극적으로 대응한 경험에 대해 아래 내용을 포함해 작성해주시기 바랍니다.
303,1,"본인에게 주어졌던 일 또는 본인 스스로 시도했던 일 중 가장 도전적인 경험은 무엇입니까? 그 일을 하게 된 이유와 그 때 느꼈던 감정, 진행하면서 가장 어려웠던 점과 그것을 극복하기 위해 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주시기 바랍니다."
304,1,"이제까지 가장 강하게 소속감을 느꼈던 조직과 그 조직의 발전 또는 협력을 위해 본인이 노력했던 일 중 가장 기억에 남는 경험은 무엇입니까? 당시 본인의 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주시기 바랍니다."
305,1,인생에서의 가장 큰 성공 경험과 실패 경험에 대해 기술해 주시기 바랍니다.
306,1,"본인이 이루어낸 가장 뛰어난 성과에 대해 구체적으로 기술해 주세요. ( 계기, 구체적 성과 등 )"
307,1,대학 생활 혹은 외부에서 활동시 자신의 변화와 도전으로 목표를 달성했던 경험에 대해 상세히 서술하시오.
308,1,"시키는 일의 범위를 넘어서 적극적으로 도전한 경험이 있다면 소개해 주십시오. (300자이내) - 구체적으로 언제, 어떤 상황이었습니까? - 어떻게 행동했습니까? - 결과에서 얻은 교훈은 무엇입니까?"
309,1,귀하는 자신의 변화와 혁신을 위해 스스로 하고 있는 것에 대해 기술해 주십시오. ?- 구체적으로 어떤 노력을 하고 있습니까? ?- 그 노력을 통해 어떤 효과를 얻을 수 있습니까? ?- 그 결과에 대해 어느 정도 만족하십니까?
310,1,"지금까지 자신이 다른 사람에게 설명해야 했던 가장 복잡하거나 어려웠던 아이디어, 상황 또는 경험에 대해 경험에 기술해 주십시오. (300자이내) - 구체적으로 언제, 어떤 상황이었습니까? - 어떻게 설명을 했습니까? - 그 결과는 어떠했습니까?"
311,1,"지원자가 살아오면서 해결해야 했던 가장 어려운 과제는 무엇이었습니까? - 구체적으로 언제, 어떤 상황이었습니까? - 어떤 대안들을 모색했으며, 어떤 기준으로 하나의 대안을 선택하셨습니까? - 그결과에 어느 정도 만족하십니까?"
312,1,"본인의 성장과정에서 기억에 남는 이슈 또는 경험담을 순차적으로 기술하고, 성장과정에서 희망하였던 인생목표와 현재 추구하는 목표에 대해 구분하여 설명하시오."
313,1,본인이 살아오면서 가장 강렬히 성취하고 싶었던 일은 무엇입니까?
314,1,"[성장과정] 가장 힘들었던 경험 및 도전을 기술하고, 이를 극복한 방법에 대해 기술해 주십시오."
315,1,"[문제해결] 예상치 못한 문제에 직면했을 경우 귀하는 어떻게 해결합니까? 귀하가 경험한 가장 최근 사례를 기반으로 기술해 주십시오. 1. 어떤 문제였으며, 어떤 과정을 통해 문제를 해결하였나요? 2. 그런 과정을 통해 문제를 해결할 수 있겠다고 생각한 이유는 무엇입니까?"
316,1,사회활동 : 학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 것을 구체적으로 기술해주세요
317,1,"본인이 생각하는 실패의 기준은 무엇이고, 그동안 살아오면서 가장 크게 실패했던 경험을 기술하시오."
318,1,새로운 환경 극복경험
319,1,매사에 능동적이며 맡은 바 업무를 끝까지 해결한 경험을 서술
320,1,"변화의 필요성을 가장 크게 느꼈던 순간을 떠올려주시고, 그 상황을 어떻게 해결하였는지 적어주세요 (최대 1,000자 입력가능)"
321,1,실수나 실패를 극복한 경험을 서술하여 주십시오.
322,1,자신의 불리함을 감수하고 정직함을 지킨 경험에 대하여 서술하여 주십시오.
323,1,"본인의 경험 중 가장 의미 있다고 생각하는 경험은 무엇이며, 그 이유에 대하여 말씀해 주십시오.(~700자)"
324,1,지금까지 학업이나 일 등을 하면서 새로운 시도나 다르게 해 본 경험과 그에 대한 결과를 구체적으로 기술해 주세요. [ 500자 이상 1000자 이내 ]
325,1,살아오면서 가장 힘들었던 순간과 이를 극복했던 과정에 대해 기술해 주세요. (대상무관)
326,1,가치관 : 목표를 수행함에 있어 가장 중요하게 생각하는 가치관과 이를 토대로 행동했던 경험을 구체적으로 기술해주세요.
327,1,사회활동 : 학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 일을 구체적으로 기술해주세요.
328,1,문제해결 : 창의적인 아이디어로 문제를 해결한 경험에 대해 구체적으로 기술해주세요.
329,1,사회활동 : 학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 기억에 남는 것을 구체적으로 기술해주세요
330,1,대인관계 중 가장 힘들었던 점과 이를 극복할 수 있었던 본인만의 노하우/경험을 기술하시오.
331,1,"학업, 팀/개인 프로젝트, 대외활동 등의 경험 중, 무언가에 빠져 끝까지 파고들어 보았던 경험과 결과를 기재해 주세요. 또한 이 경험을 통해 변화/성장한 부분이 있다면 함께 기재해 주세요. (200~500자)"
332,1,자신이 가진 열정을 발휘하여 성취감을 느꼈던 경험을 기술하십시오.
333,1,"최근에 지원자가 목표를 달성하고자 노력했던 사례에 대해서 구체적으로 작성하시고, 그 경험을 통해 얻게 된 교훈 및 느낀점에 대해서 기술해 주세요."
334,1,스스로 목표를 세우고 노력했던 경험을 기술해 주시기 바랍니다.
335,1,"자신이 하고 싶은 것을 진지하게 수행했던 경험(Integrity), 무언가에 빠져 헌신적으로 수행했던 경험(Passion), 끊임없는 개선을 통해 타인을 감동시켰던 경험 중 한 개를 선택해, 그 경험과 결과를 서술해 주세요."
336,1,본인에게 있어 가장 의미 있는 도전은 무엇이었는지와 이를 달성하기 위한 노력을 구체적으로 설명해주세요.
337,1,본인의 성장과정을 기술하되 자신에게 큰 영향과 변화를 준 경험 중심으로 기술하여 주시기 바랍니다.
338,1,"산업 동향이나 신기술 트랜드에 대해 파악하고자 노력했던 사례에 대해 기술해 주십시오. 해당 동향이나 신기술에 관심을 갖게 된 계기 또는 이유에 대해 기술하고, 해당 동향이나 신기술 트랜드를 파악하기 위해 얼마 동안, 어떤 노력을, 어떻게 했고, 그러한 노력의 결과 어떤 점을 파악하게 되었는지를 중심으로 기술해 주십시오. (600자 이내)"
339,1,"복잡하고 어려웠던 문제를 해결하기 위해 노력했던 최근의 가장 대표적인 경험에 대해 기술해 주십시오. 언제, 어떤 일을 하면서 어떤 문제를 접하게 되었고, 그 문제가 복잡하고 어려웠던 이유는 무엇이고, 해당 문제를 해결하기 위해 지원자께서는 어떤 노력을 어떻게 하였고, 그 결과 무엇이 어떻게 바뀌었는지를 구체적으로 기술해 주십시오. (600자 이내)"
340,1,어떤 업무를 처리하는 과정에서 다양한 상황들을 고려하여 의사결정을 내렸던 경험에 대해 아래 항목에 따라 기술해 주시기 바랍니다. 2-1. 업무 처리시 의사결정을 내렸던 과정과 이를 위해 활용한 자료들에 대해 기술 2-2. 의사결정 시 고려했던 대안들과 최종 결정한 근거에 대해 기술
341,1,"자신이 추진했던 일(프로젝트, 연구활동, 기타과업 등)의 프로세스를 지속적으로 향상시키기 위해 노력했던 경험이 있다면 3-1. 프로세스 향상을 위한 기존 프로세스에 대한 검토 내용 기술 3-2. 프로세스를 향상시킨 구체적인 방안 기술"
342,1,본인의 삶에서 다른 사람에게 꼭 이야기 해주고 싶은 경험이 있다면 기술해 주십시오.
343,1,사회활동 : 학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 것을 구체적으로 기술해주세요. 800
344,1,도전적인 목표를 정하고 열정적으로 일을 추진했던 경험을 구체적으로 기술해 주십시오.
345,1,자신의 인생 경험 중 가장 힘들었을 때와 그것을 극복하기 위해 했던 일을 구체적으로 기술해 주십시오.(1000자 내외)
346,1,본인에게 있어 가장 의미 있는 도전은 무엇이었는 지와 이를 달성하기 위한 노력을 구체적으로 설명해주세요. [800자 내외]
347,1,다양한 사회경험 또는 학업경험 중 본인이 실패했다고 느낀 경험과 그 상황을 통해 배운 점에 대하여 자세히 기술해주세요.
348,1,자신이 수행했던 일 중 가장 도전적인 활동에 대하여 기술해 주십시오
349,1,기존의 방식을 개선하고 새로운 혁신을 실행했던 활동에 대하여 기술해 주십시오
350,1,지원 직무 관련 프로젝트/과제 중 기술적으로 가장 어려웠던 과제와 해결방안에 대해 구체적으로 서술하여 주시기 바랍니다.
351,1,남들과 다른 새로운 관점으로 변화/혁신을 추구한 경험과 그를 통해 배운점이 무엇인지 기술하시오.
352,1,"지금까지 인생에서 가장 기억에 남는 성공 사례 및 실패 사례는 각각 무엇이며, 이를 통해 느낀 점은 무엇인지 작성하여 주시기 바랍니다."
353,1,실패했던 경험이나 크게 좌절했던 경험과 극복사례는? (최대 300자)
354,1,본인의 성장과정 중 가장 영향을 끼쳤거나 기억에 남는 것을 기술해 주십시오.
355,1,재학 기간 중 가장 의미가 있었다고 생각하는 활동을 기술하여 주십시오.
356,1,"최근 5년이내 직면했던 어려움이 무엇이었으며, 그것을 어떻게 극복하였는지 기술하시오. (800자 이하)"
357,1,개선 경험 (최소 300자)
358,1,기존 제도나 관습의 틀을 벗어난 새로운 생각으로 성과를 달성한 경험에 대해 기술해주시기 바랍니다.
359,1,힘들었던 상황을 극복했던 경험을 이야기해 주세요.
360,1,지금까지 자신이 가장 심혈을 기울여 도전했던 것은 무엇이었으며 왜 도전하고자 했는지 기술하시오
361,1,도전을 통해 얻은 성과 혹은 효과가 있다면 그 결과는 자신에게 어떤 변화를 가져왔는지 기술하시오
362,1,자신과 다른 타인의 생각을 변화 시켰던 경험에 대해 기술
363,1,도전을 통해 어려움을 극복해 본 경험이 있습니까? (사례를 중심으로 기술하여 주십시오.)
364,1,"다른 사람들이 발견하지 못한 문제를 발견하여 이를 해결하신 경험을 다음 항목에 따라 구체적으로 작성하여 주십시오. 2-1 언제, 어디서 있었던 경험이며, 문제는 무엇이었습니까? (200자 이내)"
365,1,당신이 문제를 발견할 수 있었던 이유와 이를 해결하기 위해 제시하신 대안은 무엇이었습니까? (400자 이내)
366,1,"제한된 자원을 활용하여 주어진 과제나 업무를 효과적으로 달성하신 경험을 다음 항목에 따라 구체적으로 작성하여 주십시오. 4-1. 언제, 어디에서 있었던 일이었습니까? 해당 업무 또는 과제의 목표는 무엇이었습니까? (300자 이내)"
367,1,지금까지 본인이 열정적으로 추진한 일과 그 일을 통해 느낀 점은 무엇인지 작성해 주세요.(
368,1,실패 혹은 좌절을 경험한 사례와 이를 통해 얻은 교훈에 대해 작성해 주세요.
369,1,창조적인 아이디어를 통해 문제를 개선했던 경험에 대해 서술하시기 바랍니다.
370,1,본인이 세웠던 가장 도전적인 일과 그것을 성취하기 위해 어떠한 노력을 했는지 서술하시기 바랍니다.
371,1,"성장과정 중 가장 힘들었던 경험을 간략히 서술하되, 이를 이겨내기 위해 했던 노력을 구체적으로 작성해 주십시오. (1200Bytes)"
372,1,새로운 방식의 사고를 통하여 문제점을 인식하여 해결한 경험에 대해 기술하시오.
373,1,자신의 삶에서 가장 어려웠던 일을 극복한 경험을 작성해주세요.
374,1,"본인의 경험 중 가장 의미 있다고 생각하는 경험은 무엇이며, 그 이유에 대하여 말씀해 주십시오."
375,1,"가장 열정적으로 임했던 경험을 기술하고, 그 경험을 통해 청년인턴으로 근무하면서 어떤 기여를 할 수 있을지 구체적으로 기술하여 주시기 바랍니다. (300자 이상 500자 이내)"
376,1,"살아오면서 실패했던 경험과 이를 극복하기 위해 어떠한 노력을 했는지 기술하고, 그러한 경험이 본인의 삶에 어떠한 영향을 미쳤는지 구체적으로 작성해주시기 바랍니다."
377,1,"도전적인 목표와 계획을 세우고 이를 달성하기 위해 가장 열정적으로 몰입했던 경험에 대해 서술하고, 그로 인해 무엇을 배웠는지 구체적으로 작성해주시기 바랍니다."
378,1,힘든 상황에서 끊임없이 시도하여 원하는 결과를 도출했던 경험과 이를 통해 얻은 교훈을 기술해 주십시오.
379,1,역경극복사례 및 이를 통해 느낀점
380,1,성인이 된 이후 겪었던 가장 힘들었던 상황이 무엇이며 그것을 어떻게 극복하였는지 기술하시오.
381,1,"최근 귀하가 성취한 일 중에서 가장 자랑할 만한 것이 무엇이며, 그 일을 성취하기 위해 어떠한 노력을 했는지 기술하시오."
382,1,"어려운 문제(목표)를 포기하지 않고, 도전적으로 끝까지 노력하여 해결(달성)했던 경험을 서술해 주십시오."
383,1,"기존의 관행에서 벗어나, 창의적인 대안으로 문제를 해결한 경험을 서술해 주십시오."
384,1,기존과 다른 방식을 시도하여 개선한 경험을 구체적으로 기술해 주십시오.
385,1,도전적인 목표를 설정하고 노력하여 가장 큰 성취를 이룬 사례를 소개하시오
386,1,학업 외에 관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 것을 구체적으로 기술해 주세요.
387,1,"자신에게 주어진 일이나 과제를 수행하는데 있어, 고정관념을 깨고 창의적으로 문제를 해결했던 사례에 대해 구체적으로 기술해 주세요."
388,1,내 인생 최고의 선택과 최악의 선택은 무엇이었는가? 그러한 선택을 한 이유와 함께 각각 기술하시오. (500자~600자)
389,1,자신의 직장 경험 중에서 가장 큰 성과를 냈던 일과 과정에 대해 상세하게 기술하시오.
390,1,"도전적인 목표를 설정하여 가치있는 혁신을 실현해 본 경험에 대해 실행과정과 결과, 느낀점을 포함하여 설명해 주세요."
391,1,자신의 경험을 토대로 성공 또는 실패 사례에 대해 기술하시오.
392,1,"기존의 현상을 개선함으로써 조직의 성과를 조금이라도 향상시켰던 경험에 대하여 기술해 주시기 바랍니다. 1) 기존의 현상을 개선한 경험과, 그러한 개선과 변화가 필요했던 이유는 무엇입니까?"
393,1,활동성과를 높이기 위해 본인이 기울인 노력 행동
394,1,"살아오면서 실패했던 경험과 이를 극복하기 위해 어떠한 행동을 했으며, 그 과정에서 배운 것은 무엇인지 구체적으로 기술하시오."
395,1,인생에서 가장 힘들었던 순간과 이를 극복한 과정
396,1,"자신에게 주어졌던 일 중 가장 어려웠던 경험은 무엇이었습니까? 그 일을 하게 된 이유와 그때 느꼈던 감정, 진행하면서 가장 어려웠던 점과 그것을 극복하기 위해 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오"
397,1,학업 이외에 가장 기억에 남늠 교내/외 활동에 대해 구체적으로 기술해 주세요.
398,1,"지원자 본인이 지금까지 살아오면서 가장 열정을 쏟고 절실하게 성취하고 싶었던 것을 기술하고, 그것을 이루기 위해 다른 사람들과 구별되게 행동했던 경험을 구체적으로 기술하시오. (글자수 제한 없음)"
399,1,목표달성을 위해 스스로 노력하였던 점과 이를 통해 조직과 본인에게 일어난 변화를 구체적으로 기술하여 주십시오. (700)
400,1,최근 5년 이내 본인이 소속된 조직의 발전을 위해 가장 많은 기여를 했다고 자부할 수 있는 경험에 대해 작성하여 주십시오. /700자 이내
401,1,최근 5년 이내 자신의 부족한 점을 보완하기 위해 6개월 이상의 지속적인 노력을 기울였던 경험에 대해 작성하여 주십시오. /700자 이내
402,1,자신이 가장 재미를 느끼고 끝까지 파고들어 성취감을 느꼈던 경험 또는 성장의 계기가 되었던 경험과 그 경험을 통해 성장한 부분(배운점)을 기록해 주세요.
403,1,학창시절에 가장 관심을 가지고 전념했던 일을 구체적으로 기술하시오. (500자 이내)
404,1,가장 성취감을 느꼈던 경험에 대해 과정을 중심으로 기술하시오. (500자 이내)
405,1,본인이 관심과 열정을 가지고 도전했던 경험과 이를 통해 얻은 성과나 결과를 구체적으로 기술해주시기 바랍니다.
406,1,"본인의 삶 속에서 '위기'라고 생각했던 것은 무엇이고, 그 위기를 극복하기 위해 노력했던 '성공이나 실패에 대한 본인의 이야기'를 기술해주시기 바랍니다."
407,1,가장 힘들었던 순간과 이를 극복한 과정에 대해 기술하여 주십시오. (1800byte)
408,1,"안전/위험관리 - 위험이나 사고에 영향을 주는 상황들을 인식하고 사전에 이를 예방하기 위한 조치를 취한다 (A,B 중 택 1) o A. 자신이 규정이나 기준을 잘 지키는 사람임을 입증할 수 있는 사례(경험)와 그 근거를 구체적으로 작성해주시기 바랍니다. o B. 최근 3년 이내 규정이나 기준을 지키기 어려운 상황임에도 불구하고, 그것을 지키기 위해 많은 노력을 기울였던 경험에 대해 구체적으로 작성해주시기 바랍니다."
409,1,"변화의 필요성을 가장 크게 느꼈던 순간을 떠올려주시고, 그 상황을 어떻게 해결하였는지 적어주세요."
410,1,"최근 3년 이내에 가장 도전적인 목표를 세우고 성취해낸 경험에 대해, 그 과정과 결과를 포함하여 구체적으로 기술하여 주시기 바랍니다."
411,1,도전적인 목표를 세우고 이를 달성하기 위해 노력했던 사례와 결과를 구체적으로 기재해 주시기 바랍니다.
412,1,"흥미와 열정을 갖고 몰입하여 성취감을 느끼고, 한 단계 더 성장했던 경험에 대해 기술해 주십시오."
413,1,인생에 있어 가장 힘들었던 경험과 이를 어떻게 극복하였는지 구체적으로 기술
414,1,"본인을 한 단계 성장하게 한 사건이나 경험은 무엇이며, 본인이 노력한 과정과 이를 통해 얻은 교훈은 무엇인지 기술하여 주십시오. ( 0 / 1500 bytes)"
415,1,"기존 방식이나 현상에 대해 문제의식을 갖고 전략적으로 해결한 경험을 다음의 세부항목에 따라 작성해 주십시오. 1-1. [Situation&Task] 언제, 어디서 가지게 된 경험이였으며 그러한 문제의식을 가지게 된 계기는 무엇입니까?"
416,1,"[Action&Result] 어떤 방식으로 해당 문제를 해결하였으며, 본인의 노력으로 개선된 결과를 구체적으로 작성해 주십시오."
417,1,"지금의 지원자 본인을 있게 한 계기를 ""학습, 사람, 위기"" 등의 사례를 통해 들려주세요."
418,1,본인이 변화와 도전으로 목표를 달성했던 사례를 구체적으로 기술하시오.
419,1,타인과의 관계에서 가장 힘들었던 갈등상황과 이를 극복한 상황이 있으면 구체적으로 기술하시오.
420,1,"원하는 목표를 달성하기 위하여 본인이 어떤 행동을 하였는지, 결과는 어떠했는지 구체적인 사례를 들어 기재하여 주십시오."
421,1,목표를 가지고 실행하여 성공 혹은 실패한 경험과 그 경험을 통해 무엇을 얻었는지 작성해 주세요.
422,1,살아오면서 가장 도전적이었던 경험과 이를 통해 무엇을 성취할 수 있었는지 기술하시오.
423,1,"본인은 어떤 일을 할 때 가장 에너지가 넘치나요? 자신에게 있어 가장 인상적인 성취 경험 에 대하여 소개 해 주세요. (최소 1자, 최대 500자 입력가능)"
424,1,도전을 통한 성취/실패 경험
425,1,창의적으로 문제를 해결한 경험
426,1,경험해 보지 않은 새로운 과제나 업무를 맡아 이를 성공적으로 해결했거나 실패했던 사례에 대해 기술해 주십시오. 당신은 그 상황에서 어떤 생각과 행동을 했고 결과는 어떠했는지 기술해 주십시오.
427,1,"도전적이었던 과제(업무)나 새로운 문제에 직면했을 때 특히, 짧은 시간안에 많은 정보를 수집해서 빠른 결정을 했어야 했던 경험 또는 다른 사람들이 시도해서 실패한 일을 성공적으로 이루어 낸 경험에 대해 기술해 주십시오. 목표한 바를 성취하는데 어려움은 무엇이었으며, 어떤 행동과 노력을 통해 성취를 이루었는지 기술해 주십시오."
428,1,"타인과의 관계에서 가장 힘들었던 갈등상황은 무엇이었으며, 이를 어떻게 극복하였는지 기술하시오."
429,1,"인생에서 실패한 경험과 그 이유, 그리고 극복방안"
430,1,"지원자 본인이 지금까지 살아오면서 가장 열정을 쏟고 절실하게 성취하고 싶었던 것을 기술하고, 그것을 이루기 위해 다른 사람들과 구별되게 행동했던 경험을 구체적으로 기술하시오."
431,1,"동화의 주요가치(자율, 협업, 변혁, 윤리, 안전)를 실천한 경험을 설명해주십시오. [자율] 어려움 속에서도 현실과 타협하지 않고, 본인이 주도적으로 목표를 수립하고 이를 달성하기 위해 노력했던 경험에 대해 서술해주십시오."
432,1,"최근 본인이 심적·체력적·환경적으로 한계에 부딪혔던 상황에 대해 생각해 보시기 바랍니다. 상황에 대한 내용, 이를 해결하기 위해 노력했던 사항에 대해 구체적으로 작성해 주시기 바랍니다."
433,1,"성장 과정에서 가장 크게 성취감을 느낀 사례를 구체적으로 설명해주십시오. (최대 1,500자 입력가능)"
434,1,"자신의 경험 중 가장 도전적이었던 일은 무엇이며, 극복하기 위해 했던 행동, 노력, 생각을 구체적으로 기술하시오."
435,1,"본인의 적극적인 노력으로 기존방식에서 탈피하여 새로운 관점 및 아이디어를 제시하여 실행에 옮겼던 경험이나, 협업을 통해 조직 또는 팀의 목표를 달성했던 경험에 대해 구체적으로 기술해 주십시오. 1000자"
436,1,지원 직무 관련 가장 어려웠던 과제와 해결방안에 대해 구체적으로 기술하세요.
437,1,실수나 실패를 극복한 경험을 서술하여 주십시오. (최대 500자 입력가능)
438,1,자신의 불리함을 감수하고 정직함을 지킨 경험에 대하여 서술하여 주십시오. (최대 500자 입력가능)
439,1,자신이 수행했던 일 중 가장 도전적인 활동에 대하여 기술해 주십시오. (600자)
440,1,본인의 경험 중 제한된 환경을 효율적으로 운용하여 목표달성에 기여한 경험을 기술하시오.
441,1,주어진 일이나 과제 수행 시 새로운 것을 접목하거나 남다른 아이디어를 통해 문제를 개선했던 경험에 대해 작성해주세요.
442,1,"본인이 경험한 단체생활 또는 조직생활 중 가장 열정적으로 노력했었던 활동에 대해 작성해주십시오. [활동의 이유, 결과 등]"
443,1,"달성하기 어려운 높은 목표를 자율적으로 설정해서 도전해본 경험을 기술하고, 성공과 실패를 통해 본인에게 어떠한 발전이 있었는지에 대해 기술해 주십시오."
444,1,"기존 업무 방식의 비효율적인 측면을 발견하고, 이를 개선했던 경험에 대해 아래 ''가)'', ''나)''의 내용에 맞춰 기술해 주시기 바랍니다. 가) 당시 진행했던 업무에 대해서 간략히 기술 나) 본인이 제시한 개선 방법과 그 결과에 대해 구체적으로 기술 (500자)"
445,1,"공공의 이익을 위해 자발적으로 노력한 경험에 대해 아래 ''가)'', ''나)''의 내용에 맞춰 기술해 주시기 바랍니다. 가) 당시 상황을 간략히 기술 나) 자신이 한 행동의 내용과 이유를 구체적으로 기술 (500자)"
446,1,"(문제해결) 예상치 못한 문제에 직면했을 경우 귀하는 보통 어떻게 해결합니까? 귀하가 경험한 가장 최근 사례를 기반으로 기술해 주십시오. [500자 이내] ① 어떤 문제였으며, 어떤 과정을 통해 문제를 해결하였나요? ② 그런 과정을 통해 문제를 해결할 수 있겠다고 생각한 이유는 무엇입니까?"
447,1,살아오면서 겪었던 가장 큰 갈등 상황 및 이를 해결했던 사례를 설명해 주십시오. (0/500자)
448,1,새로운 일에 도전하여 성공 혹은 실패한 경험과 그 과정을 통해 무엇을 얻었는지 기술하여 주십시오.
449,1,"특정 사안에 대해 문제의식을 가지고 변화와 혁신을 주도하였던 경험과, 이를 통해 본인이 얻은 것은 무엇인지 기술하여 주십시오."
450,1,"자신에게 주어졌던 일 중 가장 어려웠던 경험은 무엇이었습니까? 그 일을 하게 된 이유와 그때 느꼈던 감정, 진행하면서 가장 어려웠던 점과 그것을 극복하기 위해 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1000 자 10 단락 이내)"
451,1,"이제까지 가장 강하게 소속감을 느꼈던 조직은 무엇이었으며, 그 조직의 발전을 위해 헌신적으로 노력했던 것 중 가장 기억에 남는 경험은 무엇입니까? 개인적으로 더 많은 노력을 기울였던 일과 그 때 했던 행동과 생각, 결과에 대해 구체적으로 작성해 주십시오. (1000 자 10 단락 이내)"
452,1,"자신에게 요구된 것보다 더 높은 목표를 스스로 세워 시도했던 경험 중 가장 기억에 남는 것은 무엇입니까? 목표 달성 과정에서 아쉬웠던 점이나 그 때 느꼈던 자신의 한계는 무엇이고, 이를 극복하기 위해 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1000 자 10 단락 이내)"
